Bar-Hopping Office Worker,Crushy High School Girl,"Bar-Hopping Office Worker: ""Has anything special happened recently?"" Crushy High School Girl: ""Oh, anything special? Hmm..."" Bar-Hopping Office Worker: ""Are you talking about love?"" Crushy High School Girl: ""Actually, there's someone I'm interested in!"" Bar-Hopping Office Worker: ""That's great! What's he like?"" Crushy High School Girl: ""He's kind and funny!"" Bar-Hopping Office Worker: ""That's great! Please introduce me to him next time."" Crushy High School Girl: ""Yes, please!"""
Bar-Hopping Office Worker,Slacker Salesman,"Bar-Hopping Office Worker: ""Have you gotten over your habit of slacking off lately?"" Slacker Salesman: ""Hmm, still a long way to go."" Bar-Hopping Office Worker: ""I see, it's not so bad to slack off once in a while."" Slacker Salesman: ""But my work just keeps piling up."" Bar-Hopping Office Worker: ""In that case, how about we go out for a drink?"" Slacker Salesman: ""That's a great idea!"" Bar-Hopping Office Worker: ""Let's freshen up and do our best!"" Slacker Salesman: ""Let's go!"""
Bar-Hopping Office Worker,Busy Mom,"Bar-Hopping Office Worker: ""Are you busy lately?"" Busy Mom: ""I've been busy every day!"" Bar-Hopping Office Worker: ""You've worked hard! You should treat yourself once in a while."" Busy Mom: ""Yeah, but the kids..."" Bar-Hopping Office Worker: ""Let's go out for a drink together! Moms need time to have fun too."" Busy Mom: ""Really? I'm so happy!"" Bar-Hopping Office Worker: ""Let's refresh ourselves and try our best again!"" Busy Mom: ""Okay, let's go!"""
Bar-Hopping Office Worker,Office Worker Looking for a Wedding Ring,"Bar-Hopping Office Worker: ""How are you feeling about wedding rings these days?"" Office Worker Looking for a Wedding Ring: ""I'm still looking, but I haven't found a good shop yet."" Bar-Hopping Office Worker: ""In that case, let's go look together!"" Office Worker Looking for a Wedding Ring: ""Really? I'm so happy!"" Bar-Hopping Office Worker: ""I'll help you too!"" Office Worker Looking for a Wedding Ring: ""Thanks! That'll be a big help."" Bar-Hopping Office Worker: ""I hope you find a nice ring."" Office Worker Looking for a Wedding Ring: ""I'll do my best!"""
Bar-Hopping Office Worker,Cheating Music Producer,"Bar-Hopping Office Worker: ""How are you doing lately?"" Cheating Music Producer: ""You seem a little complicated."" Bar-Hopping Office Worker: ""What's been going on?"" Cheating Music Producer: ""My personal life has gotten mixed up with work..."" Bar-Hopping Office Worker: ""In that case, let's have a drink and refresh ourselves!"" Cheating Music Producer: ""That's a great idea!"" Bar-Hopping Office Worker: ""Let's have some fun!"" Cheating Music Producer: ""Thanks, that helps!"""
Bar-Hopping Office Worker,Horse Racing Blogger,"Bar-Hopping Office Worker: ""How's the horse racing going lately?"" Horse Racing Blogger: ""There's a horse I'm interested in."" Bar-Hopping Office Worker: ""Which horse is it?"" Horse Racing Blogger: ""I'm keeping my eye on this upcoming race."" Bar-Hopping Office Worker: ""In that case, let's go watch it together!"" Horse Racing Blogger: ""That's a good idea! Let's go out for a drink afterwards."" Bar-Hopping Office Worker: ""I'm looking forward to it!"" Horse Racing Blogger: ""You'll definitely have fun!"""
Bar-Hopping Office Worker,Retiring Civil Servant,"Bar-Hopping Office Worker: ""What will you do after you retire?"" Retiring Civil Servant: ""I'm thinking of going on a trip."" Bar-Hopping Office Worker: ""That's a good idea! Where are you going?"" Retiring Civil Servant: ""I haven't decided yet, but maybe a hot spring."" Bar-Hopping Office Worker: ""In that case, let's plan it over a drink!"" Retiring Civil Servant: ""Yeah, let's have fun thinking about it!"" Bar-Hopping Office Worker: ""I hope it's a great trip!"" Retiring Civil Servant: ""I'm looking forward to it!"""
Bar-Hopping Office Worker,Pop Idol Fanatic,"Bar-Hopping Office Worker: ""What do you think of idols these days?"" Pop Idol Fanatic: ""They're getting cuter and cuter!"" Bar-Hopping Office Worker: ""In that case, let's go to an event together next time!"" Pop Idol Fanatic: ""Really? I'm looking forward to it!"" Bar-Hopping Office Worker: ""Let's go out for drinks afterwards!"" Pop Idol Fanatic: ""Of course, it'll be a great day!"" Bar-Hopping Office Worker: ""Maybe I'll even find a new favorite!"" Pop Idol Fanatic: ""That'll be fun!"""
Bar-Hopping Office Worker,Bookworm Kid,"Bar-Hopping Office Worker: ""What kind of books have you been reading lately?"" Bookworm Kid: ""Adventure stories are interesting!"" Bar-Hopping Office Worker: ""That's great! I wonder what kind of books I'll like when I grow up?"" Bookworm Kid: ""I'd like to read adult books too!"" Bar-Hopping Office Worker: ""Let's read books together at a cafe next time!"" Bookworm Kid: ""That sounds fun!"" Bar-Hopping Office Worker: ""Let's have tea afterwards!"" Bookworm Kid: ""Yeah, that sounds good!"""
Bar-Hopping Office Worker,Curious Young Student,"Bar-Hopping Office Worker: ""How's your research going lately?"" Curious Young Student: ""I'm researching insects!"" Bar-Hopping Office Worker: ""That's interesting! What have you learned?"" Curious Young Student: ""There are all kinds of insects!"" Bar-Hopping Office Worker: ""Let's go bug hunting together next time!"" Curious Young Student: ""That'll be fun!"" Bar-Hopping Office Worker: ""Let's talk over a drink afterwards!"" Curious Young Student: ""I'd like to have a drink with you when I grow up!"""
Bar-Hopping Office Worker,Bank Clerk Office Worker,"Bar-Hopping Office Worker: ""How's work been lately?"" Bank Clerk Office Worker: ""It's busy, but fulfilling."" Bar-Hopping Office Worker: ""In that case, let's go out for a drink once in a while!"" Bank Clerk Office Worker: ""That's great! I need to refresh myself!"" Bar-Hopping Office Worker: ""Let's relieve stress with a drink!"" Bank Clerk Office Worker: ""That's right! I'm looking forward to it!"" Bar-Hopping Office Worker: ""What kind of place would you like?"" Bank Clerk Office Worker: ""A stylish bar would be nice."""
