梯子酒のOL,梯子酒のOL,梯子酒のOL「梯子酒飲みたいなー」梯子酒のOL「お店を探してみようかな」梯子酒のOL「今日はどんな梯子酒が飲みたい？」梯子酒のOL「お酒を飲む前にお腹を空かせよう！」梯子酒のOL「おいしい料理を探してみようかな」
梯子酒のOL,片思い女子高生,梯子酒のOL「そろそろ行くかな？」片思い女子高生「あ、そうですね」梯子酒のOL「今日は何か特別なことしようかな？」片思い女子高生「特別な…？」梯子酒のOL「そう、ちょっと変わったことをしてみるのはどうかな？」片思い女子高生「そうですね、楽しそうです」梯子酒のOL「じゃあ、今日はどこかお洒落なカフェに行ってみようか？」片思い女子高生「お洒落なカフェ…？ それはどんなところですか？」梯子酒のOL「そこは私が知っている、とっておきの場所なんだよ」
梯子酒のOL,さぼり癖のある営業職,梯子酒のOL「お仕事行くの？」さぼり癖のある営業職「ああ、今日はお客さんとのミーティングなんだ」梯子酒のOL「そうなんだ、それなら、今日は一緒に行ってもらおうかな？」さぼり癖のある営業職「それはどうかな？今日はちょっと話し合いが厳しいかもしれないし」梯子酒のOL「そんなことないよ、一緒に行って、お客さんをおもてなししてあげるよ！」さぼり癖のある営業職「そうかな？じゃあ、いいよ、一緒に行こう！」
梯子酒のOL,忙しいお母さん,梯子酒のOL「今日も一日お疲れ様ですね」忙しいお母さん「ありがとうございます。今日も忙しいですが、どうしてお仕事なのですか？」梯子酒のOL「私は仕事を楽しんでいますよ！お仕事をしながら、楽しい時間を過ごしています」忙しいお母さん「そうなんですね。私も子供たちを頑張って育てながら、自分の仕事も頑張っています」梯子酒のOL「それはすごいですね！あなたは本当にすごいです！」
梯子酒のOL,結婚指輪を探してるOL,梯子酒のOL「おいしいものを探してるの？」結婚指輪を探してるOL「いや、結婚指輪を探してるんです」梯子酒のOL「そうなんだ！それは大変なんだね」結婚指輪を探してるOL「そうなんですね…どうやって探したらいいかわからないんです」梯子酒のOL「そうなんだね…どんな指輪を探してるんだい？」結婚指輪を探してるOL「お金がないので、お手頃な価格で、どこか特別な指輪があればいいなと思っています」梯子酒のOL「そうなんだ！そういうのなら、私が知ってるお店があるよ！」
梯子酒のOL,不倫中の音楽プロデューサー,梯子酒のOL「お仕事お疲れ様です」不倫中の音楽プロデューサー「ありがとうございます。今日はどこかへ行く予定ですか？」梯子酒のOL「今日はお仕事が終わったら、友達と飲みに行く予定です」不倫中の音楽プロデューサー「そうなんですか、私も今日は仕事が終わったら、友達と飲みに行こうかなと思っています」梯子酒のOL「そうなんですか、そういうときは一緒に行きませんか？」不倫中の音楽プロデューサー「いいですね、それなら行きましょう！」
梯子酒のOL,競馬好きなブロガー,梯子酒のOL「今日は競馬の予想してる？」競馬好きなブロガー「そうだよ！今日はいい馬がいるかな？」梯子酒のOL「そういうのはわからないけど、今日は梯子酒を飲もう！」競馬好きなブロガー「そうだね！競馬と梯子酒、どちらも楽しいな！」梯子酒のOL「競馬で勝ったら、梯子酒で乾杯しよう！」競馬好きなブロガー「それはいいね！それじゃ行こう！」
梯子酒のOL,定年する公務員,梯子酒のOL「お疲れ様です！今日も一日お疲れ様でした！」定年する公務員「ありがとうございます。今日はどうでしたか？」梯子酒のOL「今日は仕事も楽しく、お客さんも優しかったから楽しかったです！」定年する公務員「そうですか！私も今日は楽しく過ごせましたよ」梯子酒のOL「そうなんですか！今日は何をしていらっしゃいました？」定年する公務員「今日は友人と一緒にお花見をしてきました！」梯子酒のOL「お花見なんて素敵ですね！楽しかったですか？」定年する公務員「はい、とても楽しかったです！あなたも楽しい一日を過ごせましたか？」梯子酒のOL「はい、今日は楽しかったです！」
梯子酒のOL,アイドルオタク,梯子酒のOL「お酒を飲みながら話しましょうか？」アイドルオタク「いいですね！どんなアイドルが好きですか？」梯子酒のOL「私は、渋谷凛が好きです！最近のライブはどうでした？」アイドルオタク「とても素晴らしかったです！曲も振り付けも最高でした！」梯子酒のOL「そうなんですか！私も行きたいですね！」
梯子酒のOL,読書家の小学生,梯子酒のOL「お買い物かな？」読書家の小学生「いや、本屋さんに行くんです」梯子酒のOL「本好きなんだね！」読書家の小学生「そうです！今日は何を読もうかな？」梯子酒のOL「私も本が好きだよ！最近読んだ本は？」読書家の小学生「最近は『冒険少女アイ』を読みました！」梯子酒のOL「おお！それは私も大好きな本だよ！」
